Page,Name,Score,Review
853,KLTravel15,4,"The service and food were excellent on both planes. KL to Hanoi and Hanoi to Paris. The Hanoi to Paris flight had fabulous seat, great for the 12 hour journey. Only disappointment on the trip was the poor standard of the lounge Hanoi airport."
853,William P,5,"Boarded the flight in Hanoi International Airport, where the service in the check in counters was fast and smooth. The plane was new and clean and on board the flight the inflight entertainment system was working without a flaw. It was a pleasure flying with Vietnam Airlines and I would happily do it again."
854,tumbleweeds023,2,"The flight was fine. Food quality was acceptable if not awesome, and airline staff was attentive and efficient. So why only 3 stars?<br><br>When we arrived in Hanoi, we headed over to the shuttle buses to get a ride into the city, and went straight to the Vietnam Airlines van. The driver quoted us the outrageous price of 300,000 VND (almost US$15) for the two of us. Since I live in Hanoi and know how much the actual fare is - 40,000 VND (less than US$2), I said no way! He then said ""Ok, 200,000 VND then!""<br><br>This is not a budget airline and I expected better service. As it turned out, we took the VietJet Airlines shuttle bus for just 40,000 VND per person, no hassle at all, and he took us right to our house. <br><br>So a word to the wise on this. I did contact Vietnam Airlines directly to complain about the price gouging. Meanwhile, just know that there are several shuttle companies that operate out of Noi Bai Airport and the fare should not exceed 40,000 dong. I've heard other reports of Vietnamese being charged 40,000 dong for the Vietnam Airlines shuttle bus while foreigners are routinely overcharged. Now I know that it's true."
854,Thomas H,2,"We were going for a domestic flight from Hanoi to Hue in the morning, but just 5 before we were supposed to start boarding the flight got postponed by two hours without us receiving any particular information as to why.On the flight, though, the staff was very nice."
854,szkut,5,"After flying a lot of budget flights on a trip through Asia this felt like luxury. We managed to get a really good cheap deal as we booked quite early. Seats are big, got a light snack and drink and plane was clean.<br><br>Felt like flying our Australian Qantas which is always a bit more expensive but always a comfortable flight."
854,Dennis O,4,"This flight uses the 787, which is all decked out in modern individual seats with plenty of storage and a flat bed. To be honest, I did not find this flight as comfortable as my previous one on the 777. The new configuration seems to be tighter and more restrictive. At least that’s my opinion.<br>The food was very good and equal in standard to my previous comments. The service was not as high maybe because it’s a long night flight but the staff just did not seem to be as attentive.<br>Don’t select row 1, as its near where the staff are active and near one of the toilets. I would think 3 or 4 would be better."
854,Dennis O,4,"Travelled Bus Class and must say that the experience was very good. I have had the opportunity to use other BC flights before and this experience stood up well against any others.<br>The plane is a 777-200 and is a little dated, but the seats were comfortable, even for a big guy like me. They also can fold down to almost flat, but I had no trouble sleeping for a few hours.<br>The service was excellent 5 out of 5. The food was really good, far too much. I felt that I would explode with all the courses. The lunch, which is about 2 hours after take-off had 6 courses, not all individually large servings, but very filling. The quality could not be faulted.<br>The front BC toilet is large, by comparison, and was always tidy and clean.<br>I would recommend rows 2-4, as you get some holding space with those seats. <br>Will be interested to see how the next pat of the trip compares to Frankfurt.<br>Well worth the extra for the business class."
855,David W,4,I flew on Vietnam Airlines from London Heathrow to Siem Reap via Ho Chi Minh City. It was difficult to ascertain beforehand whether I needed a transit visa but after visiting the airlines office in London I was assured that this was not required for business class passenger. The offerings of the Skyteam lounge at HCMC where Ispent most of the four hour layover were more geared to the local traveller thjan the international traveller.
855,Cgcnewyork,4,"I was in premium economy,the highest class offered .This gives the passenger priority seating,fast lanes at security and access to the airport lounge-where I happily found several international newspapers.<br>After flying 6 or 7 times with VA ,I am reaching the conclusion that the planes are relatively new,the pilots skilled,and the staff friendly and attentive.<br><br>Food and beverages still a work in progress,however, are very good and heading toward excellent.<br>For first timers ,please do not hesitate to fly this airline."
855,Nic R,5,"The plane was clean and there was plenty of legroom. I wasn't expecting food on the flight, but we got a meal &amp; it was lovely. As we were late departing, the lady who checked us in realised that we would have a very hard time making our connecting flight, so unbeknownst to us, she contacted Jetstar to have someone waiting as we got off. Great service from Vietnam Airlines - we made our connecting flight!"
855,Barry Webster,2,I flew Vietnam Airlines to Danang last october and was impressed with the service overall.But going back this july .what a contrast.The plains were quite scruffy on the outside and the maintainance inside was terrible.On the way over my overhead light didnt work so i couldnt read.And my t v didnt work so I had 12 hours just sitting in my seat doing nothing so on the way back my tv didnt work along with probably 30%of the others.They apologised and said they would contact  me but 2 weeks later still no word.I will never fly Vietnam Airlines again..
855,Ash K,1,Did 4 flights with this airline visiting Nha Trang from Singapore via ho chi min city. <br>They don't use the air bridge. 2 of the busses didn't have air conditioning. The stroller is taken from you by the plane (you have to do 1 or 2 set of stairs before that and you only get it back on the baggage carousel! <br>Very disappointing and uncomfortable experience. I'll avoid them if I can.
856,scott0511,4,I flew for the first time with Vietnam Airlines from Sydney to Ho Chi Minh City.<br>I was very impressed with the service and particularly the food. This was some of the best food I have experienced on any airline.<br>Was an old B777-200 plane and the seat did not recline fully but I have read these planes are being replaced by B787-9s later this year.<br>Great service Vietnam Airlines!
856,alsmba,1,"Flew 7 times with Vietnam Airlines in 3,5 weeks.<br>All flights were delayed, and most had changes to their boarding gates after check in.<br>The flights between Sydney - Ho Chi Minh and Ho Chi Minh - Sydney (VN772 and VN773) conducted on aged (approx 13 year old) Boeing 777's are the worst I have ever flown. <br><br>Rude cabin staff, broken IFE (some 3,5 weeks later on the exact same aircraft registration VNA146 it was still broken), broken toilet cupboards (some 3,5 weeks later on the exact same aircraft registration VNA146 it was still broken) bland poor quality food, no menus, more rude cabin staff, etc.<br><br>Broken IFE seems a common complaint amongst others we have spoken to who have had the misfortune to travel on Vietnam Airlines.<br><br>Vietnam Airlines appears to treat this route and its Australian customers as cattle, herding them onto aircraft that in our experience did not have relevant repairs made.<br>Why advertise IFE services when they do not work and have not for a while?<br><br>With long term unrepaired aircraft problems clearly visible, I would feel safer flying with another airline."
856,Robert B,2,"I have never experienced such a let down in 20 years of flying with National Airlines.<br>Arriving with sufficient time for my Flight , myself and the rest of the passengers were advised of 5 different Boarding gates for the Flight. It was only after the 3rd change on the Notice Boards was an announcement made. This was then subject to 2 further changes.<br>At one point 2 International Flights were leaving the same gate within 50 minutes of each other.<br>The Plane eventually departed just over 1 hour late, after the Airline had a ' Technical demarcation dispute'.<br>Service on board was very poor, the Food badly prepared and very bland, the Flight Crew conspiuous by their absence and very dour in their Service and attitude .<br>The In Flight entrtainment had a mind of it's own, regularly changing options and ending the programs.<br>To view the Airlines description of itself and to then experience the package, left me wondering had the person who dreamed up the Airlines review been travelling on another Airline, Qatar or Emirates Airlines. The reality did NOT match the imagionation of the writer."
856,Lesley N,1,"Recently had 7 fights on a 6 week trip and none of these flights were any better in fact got worse.Ground staff good but in flight staff terrible. Towel given on boarding and a meal 90 min latter, the food was good with a bottle of water given at the end of the meal but that was it. no staff member came near us until the next meal 8 hours latter, no water, no snacks nothing. The only time we saw staff outside boarding and leaving the planes, with no attempt to say anything in English but the basics like chicken or beef. On the last leg of our journey my husbands seat was broken as was the tray table and when he complained, the hostess didn't understand a word he said and didn't even attempt to.<br>none f the flights left on time even after boarding, seats were very tight and uncomfortable with no leg room causing my feet to swell which has never happened before. I am a female of average height and weigh,and have traveled on many airlines and this has to have been the worst experience I have ever had. as I said NEVER AGAIN."
856,Billy D,1,"Cancelled our flight then put us on a later one regardless of the onward cost to us then we are put on standby on an over subscribed flight ??? So they have overbooked this flight so was never a chance of us getting on this flight, not very good in terms of customer service or taking responsibility and accountability , can't believe I will use them again after this experience"
857,kevint61,5,"We booked return tickets with Vietnam Airlines to travel between Hanoi and Paris, the service was really good with new aircraft A530 Scarlet. The seat was bigger and very comfortable and the food provided on board was delicious. This is a 4 star airline company!"
857,pieata,3,"Full plane. Seating adequate , austere interior , hostess did average job,not good not bad!   I think there is a Business class, but couldn't distinguish, all looked the same.<br>I filled up at HCM before boarding , so when food came  around, I wasn't  interested, it LOOKED edible, but noticed some not finished.( maybe not hungry, like me?)<br>Like most flights,smooth take off and landing. Too busy looking out the window to look at entertainment..<br>Time passed quickly, looking at the forests and agricultural scenery below,  and then we were landing.<br>Nothing significant or special re plane or flight, I had NO CHOICE, as QF don't fly to Hanoi, just HCM city!<br>Recommend, if you have no choice , other than car/bus???<br>Hanoi accessed by Dragon(KF) from HK?"
857,Denise R,2,Check in went smoothly.The problems began as the plane was taking off with people wandering around the plane. The flight crew didn't appear to be overly concerned. People were kneeling on their seats speaking to people behind them so they obviously didn't have their seat belts fastened. The same happened as the plane landed. Passenger safety didn't appear to be an issue. The seat in front of ours was fastened to the wall by a cable tie which would have been amusing if it wasn't such a major safety issue.
857,LorrainePAustralia,5,"Our son travelled with Vietnam Airlines in 2011 or 2012, so we weren't expecting much, going by his description. We travelled from Hanoi to Paris at a very cheap rate in September 2015 and couldn't believe it! New plane (and they are adding more), fantastic service, menus for meals, free use of pillows/blankets. Five star service at a such a cheap price! Will definitely fly with them again!"
857,Pam A,1,"I have flown for many years....even worked for an airline a few years back. But Vietnam airlines must be one of the worse i have ever had the misfortune of flying with. I flew with this company out last Thursday night. Prior to take off i had to bring to the attention of a flight attendant that there were 2 passengers still talking on their mobiles as we were taxiing down the runway. Bad enough yes but trust me it gets worse....just before descent into sydney, i went to the bathroom but could not enter due to the stench of cigarette smoke. Once again brought to the attention of flight staff but simply got a shrug of the shoulders &amp; a smile. So trust me people stay away from this airline...disgusting disgusting disgusting."
858,ShelleyM966,5,"We had three trips on Vietnam Airlines from Hanoir to Danang to Saigon and then Saigon to Singapore.  Every flight left on time (or only had a very slight delay to due to the incoming flight being slightly late).  On line check in made the actual baggage check super speedy. The staff were helpful and pleasant.  The gate space at the Airports was comfortable and adequate for the passengers (unlike Terminal 5 where a BA flight to Singapore overcrowded the Gate and had many standing waiting).  We had to check out bags through to Heathrow in Saigon and it was straightforward and our bags arrived safely.  Even though the flights were short, we got given towels and water, and a meal for a 90 minute flight.  Our kids are vegan and vegetarian and they provided meals specifically for them.  The leg room was very good -- a million times better than, say, Easyjet, where tall people really struggle. We were very impressed and would go long haul with them as well in the future"
858,Colin L,3,"As a full service airlines, Vietnam Airlines is not exactly my top choice. <br><br>Saying that, price wise, it is significantly cheaper than Singapore Airlines.<br><br>One thing I cannot understand is the number of flights to Hanoi from Singapore. Only two flights per day and in a rather small aircraft. What was a real downer was the lack of personal screens for inflight entertainment. Even what was screened, lacked thought and imagination.<br><br>Have been on domestic flights between Saigon and Hanoi and the planes are a lot nicer and with much better inflight entertainment.<br><br>In flight service was average. Nothing much to write home about.<br><br>One final note is the check in process st the airport in Hanoi. Just one word. Nightmare.<br><br>Even though I checked in online with no checkin baggage, I had to wait in a snaking line to present my credentials. I am not saying that this is not necessary but why have a separate counter for Internet checkin passengers when you have to wait in the queue with the other passengers who have not?<br><br>Is internet checkin suppose to expedite the check in process?"
858,Merc9SLK,3,"We've travelled to Vietnam on 4 occasions since 2012 and flown with Vietnam airlines on each occasion.<br><br>The airline has always flown on time and online check in including a free choice of seats is available to ""all"". Quite a refreshing change when other airlines greedily charge for this service which essentially is VFM for the airline rather than time and resources at the check in desk.<br><br>Always flown economy, to be fair there is ample leg room. When we first flew with this airline - the planes were spotless, travel extras such as a small pouch were given containing a tiny toothbrush, earplugs and the essential eye patches! Yet on this flight and the return leg of our travels - no little essentials.  Fortunately, we'd retained our eye patches from an earlier flight and patches from Ethiad so we could block out the light and rest.<br><br>The food, quite frankly is dire. I'd rather not eat or take a picnic on board. When we first flew in 2012 it was lovely and with all scheduled flights a wee dram was complimentary along with a glass of wine with your meal.   Now, I'm not a drinker on a flight as I prefer to keep my wits about me however the wine was served in a thimble.  Ok a big thimble but it was tiny, so on previous flights they replenish a few times..........err not on this flight!<br><br>Lights out, all out as soon as the meal was over, the cabin crew clearly wanting an easy flight.  The crew whilst ""ok"" we're not the friendliest we have encountered.<br><br>Luggage has never been damaged or broken into unlike Malaysian airlines.<br><br>Would I fly again, yes if I want to go to Vietnam as there is little other choice.  Would be happier if they flew from Manchester or Newcastle, rather than drive from the North East of England for several hours to get a flight from Heathrow.  The first time we flew it was from Gatwick so at least some element of choice.<br><br>During the same holiday we had internal flights from Hanoi to Da'Nang now that was a flight to remember. The cabin crew were so blaze they didn't operate any visual safety precautions and were hardly seen throughout the flight as they all congregated in the galley to the rear with the curtain closed.  When you did see a flight attendant they nonchalantly strolled up the plane not even standing up straight, slouched shoulders - you could have mistaken them for a rooky crew or even worse the flight had been taken over.<br><br>Prior to taxing down the runway at Hanoi, a stewardess asked a young man to put his seat upright - it was laid at a 45 degree angle with his blanket over his head.  She also asked him to turn off his mobile phone which he was pursuing and texting friends discreetly.  He agreed and as soon as she left he undid his seatbelt and reclined the seat looking at his phone and what appeared to be Facebook.<br><br>The stewardess didn't return for a final check of the cabin and the young man then laid out across the central 3 seats, no seatbelt and put the blanket over his head looking at his phone underneath.<br><br>So, was that it? Noooooo, so we are now taxing down the side of the runway, an old boy stood up at the far side of the plane and slowly walked to the rear towards the galley.  We couldn't believe it. The steward sat in his Crewe seat facing the passengers and watched him making no attempt to beckon him to sit down.  The old boy then walked slowly back to his seat just as we were about to embark on take off.<br><br>Needless to say I didn't rest on this short internal flight, you really couldn't have made it up, a real life comedy sketch but not so funny when you're sat part of it with your safety in ""others"" hands."
858,WendyPk,4,"We couldn't fault anything on this part of our journey.   The service was friendly, the food was amazing, the movies were great.  We'll done VN Airlines."
858,John M,3,"The flight over was not too bad, except we had quite a lengthy stop over in Saigon, but the flight home was terrible, stopping in Hanoi even though we were in transit to Saigon, we had to go through immigration , collect our cases (although we were told they had been booked through). So never again, yes we are very slow learners as this was our third trip to Europe with Vietnam Airlines, we just kept thinking they would improve things, but that just didnt happen!!"
859,balooca,2,"my connecting flight got cancelled due to typhoon in Japan. First of all the airline never called to stated that it was canceled, they waited until i got there and told me that i had to go home. I waited in line for 30 mins for them to tell me that I have go to another booth where I waited for another 45mins. Then they told me to go to the 3rd place again to have the tickets rebooked. It took them 45 mins to rebook my ticket, said everything was done, and that I would just gave the booking number to get my boarding pass for the next connecting flights in Tokyo. Got to tokyo and apparently they don't have the information of my booking, and I still have to wait for a long long time. If vietnam airline had done their job properly in the first place ( because they supposed to add some information when they re-booked my connecting flights  ), I wouldnot have to waste so much time like this"
859,Andrew K,4,"I was a little dubious at first but was happily surprised when we completed our travel. We were on a modern Airbus with all the features expected on any other full service airline. Would not hesitate to fly with them again.<br><br>The meals were good and comprehensive with a Vietnamese or a European. choice. I went for the Vietnamese option and was very happy. The drink service was sufficient during the meals, however the not seen very much between services.<br><br>The staff were efficient but may have been in the cabin a bit more.<br><br>We also undertook internal flights to Da Nang with the same experience."
859,FlatCHongKong,5,"There are couple of different airlines btw Hong Kong and Hanoi. I chose Vietnam Airlines in late May 2016, and it worked perfectly. They had that Vietnamese lime green tea too. Great choice!"
859,Nev Tickner,4,"Love the simplicity of the trip to the famous battle city ......... never long queues, a very casual flight ..... by the time you've glanced through the inflight magazine it's time to land.  For anyone visiting for the first time it is the opportunity of a lifetime to look down upon the city and the historic battle sites and to see the traditional Thai villages that skirt the perimeter of the valley is like looking back in time ....... I say it is the best short trip in country and cheap as."
859,mesctravel,4,"We flew Vietnam Airlines business for all our flights while travelling through Asia. <br>The flights were on time, with only one being slightly delayed but only by 10-15 minutes. <br>On our flights we experienced breakfast which I was surprised at how good it was. <br>Dinner snack as shorter flight which was two pieces of bread with topping although came with some form of fish wish I wasn't sure about and didnt eat. <br><br>The lounges are average, at least to Western Standard but certain areas were great. The best lounge was Hanoi which was well equipped. Nha trang was small although provided some nice basics. Hue lounge whilst seating was nice the food selection was terrible. And by far the worst was Ho Chi Minh. Lounge good selection decent although many pastries were old. The chair and floors were simply revolting. <br><br>Legroom of the flight was decent, chairs were also quite comfortable although business does not have personal screens in order to watch your own screen."
860,HK_Traveller05,3,"It's a very short flight. The staff were nice, and the pilot in general was good. Amazing view of Danang or Hanoi if you sit on the left hand side (facing front). Great magazines on board, be sure to read the Heritage. The Heritage Fashion can be quite repetitive with style and content. <br>What's provided: Water, Wet tissue<br>What's not provided: Blanket, Food<br>It's nice to be able to use the walkway instead of taking the bus. In my opinion this is also a nice flight to take in terms of timing because you have time to enjoy breakfast, check out, then head to the airport. <br>Legroom is good if you sit right behind Business Class (row 10). The plane is a bit old."
860,AmyMagg02,5,"I chose Vietnamairlines for my round trip to Singapore because it's direct flight. The plane was boarding on time, the staff was friendly as one of the cabin crew was from Korea. The food was good and well prepared. In general the service so far is the best airline in Vietnam."
860,Debbie S,4,"New plane on both parts of trip, staff helpful and pleasant, large seats and more importnatly large TV screens. Didn't eat the food as i cant eat on planes. Toilets clean, even at the end of the flight."
860,SwizerlandRoisinDubh,5,"3 flights with VN Airlines in one week, and the same experience each time: just really, really good! Good equipment, friendly staff, great experience. The A 350 BTW is one hell of a plane....fantastic. Will defeinetly take them again: is getting mighty close to SIngapore Airlines...."
860,병국 박,1,"This airline was total disaster of my trip. In fact, the service in the cabin was not so bad. Everything else? It was awful.<br>First, they never keep the flight time. Never. I flew with this airline 4 times, and they delayed hours 3 times. The other one? It was cancelled.<br>Furthermore, they never aware any information you need, until boarding time has come. If you ask to them to get any information, for example, ‘Why the boarding is not started? It’s the time.’, then you will be ignore. Even you cannot trust their website. My flight, from Dalat to Hochmin 8am, was ""on time"" on their website when I heard that was cancelled in airport. Of course, there was no announcement for that before I asked.<br>It's not over. Not yet. If you have trouble because of their flight, they NEVER, NEVER do anything for you. When my flight was cancelled, they just gave me a funny, simple paper that confirming ""this flight was cancelled."" and that's everything they did for me. I asked to them is there any other transport which I can use, and they gave me a little memo written a phone number without any explanation. Of course, it could not help me, because it was a local bus company so they couldn't speak English at all. But they didn't care.<br>And, refund. You have to have a long, long trip to get a refund. I tried to get a refund at Dalat, it was ignored. I tried that second time in Hochimin, and they tossed me from an office to another office. They noticed me that I have to go to head office, and that was third office I visited. The head office was not in airport. Needless to say, the only favor they gave for me was the address of the head office on a tiny memo. Now you can see, the biggest favor they give you is a memo without explanation.<br>Do not fly with this horrifying airline if you don’t want to spend your precious time in airport and searching another transport. I can guarantee you that you will be exhausted and angry because of them. I recommend you recommending this airline to screw up someone’s trip who you hate. That is Vietnam airline’s specialty.<br>I’m writing this review, in anger, waiting their delayed flight for 3hours. Do not make a fool decision like me because of cheap price. There is always a reason for such things."
861,Paris T,4,"The flight was ok was not up there to long, this was a very small plane, the staff where good, even tho nothing to do."
861,Herbie15,2,"Understandably you can't expect first world service from an airline from Vietnam, so I suppose you get what you pay for. Two flights, one Hanoi to Hue and the other Da Nang to Ho Chi Min. First flight struck turbulence and lightning. I feel lucky we flew at night. Second flight delayed twice before we got to be airport and then again while there. Very unreliable. The gate changed without notice and had to find out ourselves. <br><br>Screen between business and economy didn't close, nor did one of the tv screens. Got concerned when steam suddenly filled the cabin and the landing gear seemed to have problems. Cabin staff appeared busy, with forced friendliness. No meal just a bottle of water and a commercial face towel. Seats very uncomfortable and gave me a sore back for the next few days. <br><br>Would definitely check out another airline or possibly a bus next time. An experience in 2nd world flight."
861,Toniiniman,4,"Just a perfect trip, good food in a brand new plane, first time but i will fly again with them.<br>Gentle staff on board, a mot of care for kids."
861,Mirage O,5,"Excellent services were provided from priority check-in, to complimentary use of SATS Premier Lounge while waiting to board the flight in Singapore. Enjoyed a glass of champagne after boarding and fine wine to compliment a superb lunch. Upon arrival in Hanoi, we found our baggage had been unloaded first and waiting for us to collect near the carousel. Top class service!"
861,elizabethbevington,5,"On August 5, 2016 one of our party was to fly back to Hanoi, Vietnam from Siem Reap, Cambodia.  I had made the reservations for a 2 country tour that began and ended in Hanoi.  I had also arranged for the visa for Vietnam.  Unfortunately, I realized at the last minute, literally 2 hours before her flight, that because I booked the Siem Reap - Hanoi ticket separately with Vietnam Airlines, and the round trip US - Hanoi part with Korean Air, her entry to the Hanoi airport would be considered a multiple entry into Vietnam rather than a transfer.  As I had arranged only for a single entry visa for Vietnam, I was very worried.  I called the Vietnam Airlines office in Siem Reap and a wonderful man with good english advised that he could link the tickets between Vietnam Airlines and Korean Airlines, so that the luggage would be checked straight through, she would be a transit passenger, and our visa problem would be solved!  Sure enough, when she arrived at the airport minutes later the arrangements had already been made, and she was given boarding passes all the way back to the US.  I wish I had gotten the man’s name, he was a hero!  Not only did he fully understand our problem, he thought of and implemented a solution.  Hats off to Vietnam Airlines!!!!!"
862,jjw1969,5,It's the second time I flew this route with Vietnam Airlines this year and the service on board has been consistently good. Flight left and arrived on time. Nice food and variety of options available. The wine they serve with the meal is good. Two seats on each side of the aisle configuration in business class. The seats are wide and comfortable. Great experience. Will fly them again.
862,crazyguide,4,"Always amazed by the meal in Economy class at VN and the very gentle and nice service onboard...<br><br>OK organization is not always 1st class and the bus is a little bit of a pain... but on arrival with the new airport, Vietnam remain one of the easiest destination, especially with an on time flight!<br><br>Only limit is the lounge in HK, whereas in Hanoi - outside a poor internet - the service is really nice too."
862,Charlotte C,4,"With our Jetstar cancellation, we were rebooked last minute (30 minutes before boarding) on Vietnam Airlines and were VERY pleased. We were on a brand new 787, the staff was very accommodating and friendly from the moment we got our tickets. During boarding, the gate crew allowed us to go in the Business line with our 2 young children, which was nice. The plane was new and beautiful - new window shading, in-flight entertainment contained movies, tv shows, kid friendly games and movies. The attendants were very professional and pleasant. Everything was onetime and efficient from checking in to gathering our bags in Hanoi. This was our first time on Vietnam Airlines, so the experience was better than expectations. The only mark I would give them would be the snack which included a simple ham sandwich with a dab of coleslaw, rice pudding and a bag of mixed nuts. Not super appetizing. It was only a 2 hour flight, so not a big deal. We were just happy to get to Hanoi and ride on a fantastic plane."
862,Robert L,5,"I have not flown with a better airline. The service &amp; food were excellent. Admittedly the aircraft from Sydney to Hi Chi Min city was a little dated, but was spotlessly clean &amp; comfortable. The aircraft from Ho Chi Min to Paris was modern &amp; had fully flat lay down beds. I'll definitely fly this airline again. I think some of the larger carriers should take a flight on Vietnam airlines to see how it's done."
862,Harryg1989,1,"These scam artists prey on those who book with Vietnam Airlines online that aren't aware of the visa requirements for a stop-over. They made my flight stop twice in Vietnam in order to classify it as a domestic flight, so unaware of the visa requirements I was hit with a $300 on the spot visa at Sydney Airport, followed by a $90 stamp and photo at HCM city airport in Vietnam. The scammers at HCM threw random prices at other ripped off customers telling them its $90, $120 or even $160 for the stamp and photo. <br><br>To make matters worse, the airline lost my baggage en route to London via one of their pointless/scammy stop overs in Vietnam. Following up on my bag was a lost cause and I havent heard back since - disgusting customer service.<br><br>The in flight entertainment was primitive and hopeless, the staff at the airport and on flight were rude and had a chip on their shoulder for some reason too.<br><br>Ill never be flying or recommending Vietnam Airlines again. Scam Airlines that knowingly make 2 stop overs in vietnam for the SOLE PURPOSE of ripping off travellers with a mandatory visa."
863,JerseyLB,4,"We flu for HK to Hanoi with Vietnam Airline in Business Class and we had a great time, very surprise too by the quality of service. The staffs were very friendly and professional, and served a nice lunch included a glass of wine.The seats were 2 x 2 in Business, witsh give you more space for your legs. When we arrived we had a separate minibus for Club passengers and we went directly to the passport control, very efficient. I am a BA Executive Gold and was amazed withe service. Definitely use it again."
863,carmeltspicer,1,Our experience was horrible. Our entertainment systems didn't work at all and the staff couldn't care less. My screen just kept blinking all the time and it couldn't be turned off at all. Eventually I was moved to another seat where it did work and it was then that I realised that it was an antiquated system based on timed start. Then there were the filthy toilets and horrible food and apathetic staff. Don't they realise that if we don't fly with them then their jobs could be at stake. I have travelled a great deal but never again will I use Vietnam Airlines.
863,Michael K,4,"I live in Vietnam and travel a lot internally. Our company policy is to use Vietnam airlines. Domestically I think they are very average with many flights delayed and I was concerned about the same when I recently used them on an international flight. My experience on international was great. I did 2 return trips from Hanoi to Paris within a month and every leg of the journey was on time, the food was very good, the staff very helpful, the plane was new and very comfortable. I am travelling to Shangai next month using Vietnam airlines and hope the service is just as good."
863,Emma C,4,"Made a few short journeys with them: Hanoi to Siem Reap, Siem Reap to Da Nang and Da Nang to Hanoi. <br><br>All the flights left on time or early than scheduled and landed early...never experienced that before. <br><br>The seats were comfortable with plenty of room. The refreshments served were pretty good and the service was friendly and welcoming (quite different to my long haul experience).<br><br>Would definitely use them again for short flights."
863,Emma C,2,"This was my first flight with Vietnam Airlines and I had high hopes, but to be honest, it was a disappointment. <br><br>The flight left a bit late as boarding was a bit of a state...no order or control. The seats in economy on this aircraft (Boeing 787 Dreamliner) were very cramped from a width point of view...window seats usually offer a bit more room...but not on here. <br><br>The plane was hot. The service was quite poor (I had to wait for 40 mins before anyone acknowledged my cabin crew call light on...broken earphones...in the end I just caught the attention of one of the crew as they were hurrying past). The cabin supervisor was really stroppy...no smiles...clearly not having a good day. The food (I chose the Asian option) was cold and tasteless (the bread rolls were so hard they could be used as weapons).<br><br>On landing (on time), we were not attached to a jet way...which isn't usually a problem, but the stairs didn't seem to fit the plane well as there was a big drop from the aircraft to the top of the stairs...anyone with mobility issues would've had problems. <br><br>And then a long wait for baggage...45 mins standing around the carousel.<br><br>To be honest, if I have a choice, I won't use them again for long haul (pretty good for internal flights though)."
864,EddeeDy,3,"3 hours flight with no entertainment, with a meal that is edible. You can't ask for more right? Anyways, the airline is clean, the seats are comfortable, the cabin crew seemed to be working hard. I guessed, since I'm paying for a flight, I do want to have a 'service' to go along with it. Like accessible of cold drinks and hot drinks throughout the flight. Oh wells. I guessed you can't ask for much for a 3 hours flight. Like accessibility of water and snacks. LOL."
864,Karl V,5,Had multiple flights within Vietnam.  We had no issues on any of our flights.  One weather delay.  Service was very good.  All ticket counters spoke English.  Short lines at security.
864,Kellytbear,5,"For such a long flight time out to Myanmar and back we used business class because of mobility problems and it was worth the extra expense. I had plenty of legroom and the bed/seat conversion created a comfortable flat bed., We arrived remarkably fresh<br>Check-in was quick. All the staff were smiling and helpful.<br>The cabin crew were extremely attentive and the food was as good as any we have had - plus a good selection of wine and spirits.<br>This was probably the best flight we have ever experienced.<br>Some of our group flew economy and they all said how good the flight had been.<br>The aircraft was a new Dreamliner - beautiful."
864,Ajgconc,2,"A bit disappointing.  There were 6 time changes for our flights between Ho Chi Minh and Da Nang before we had even left home. This got confusing in the end.  <br> We flew Melboure-Ho Chi Minh, HCM-DaNang, DaNang - HCM and HCM-Melbourne.  9 flight changes in total.  Not to mention gate changes at the last minute.  But they couldn't trick us, we were on to it!!! Also check in is very very slow in Vietnam. The planes to and from Melbourne were old and both planes (not the same plane) had toilets out of order.   There are never enough toilets anyway, but to have one out of order is not good with so many people. Also on both flights we had to move seats as the entertainment systems were not working.  The planes to and from DaNang were great, no complaints here a short flight so no entertainment or snack but they do hand out water.  The staff on all flights were wonderful, helpful and friendly.  The food from Melbourne to HCM was great, but the food from HCM to Melbourne was not so great.  Vietnam Airlines are apparently the 3rd most improved airline in the world, I believe they still have a little way to go!!!!"
864,ginger c,4,VN airlines has really improved this year.  The new planes have lots of leg room.  The staff are very friendly.  I wish they would serve fried lotus seeds instead of bread as I can't eat carbs.  Being able to check in online and get your boarding pass has made business travel much easier.  Keep up the great changes.
865,lovebali2,5,"for a short flight it was very enjoyable. the flight crew were very helpful, and told us where to visit. very good."
865,Steve A,5,This was my return flight to Vietnam with my family.<br><br>The service onboard by the flight attendants was great and the food was nice.<br><br>Check in was a breeze even though it was a full flight.<br><br>Legroom is standard for this class of travel and all seats had an entertainment screen.  Albeit a little old and quality of choice was limited.<br><br>Our flight was delayed from Sydney and then a major delay from Ho Chi Minh City to Hanoi.  Made things a little harder as we had a baby with us.
865,Shane S,4,The VN 787 Dreamliner from Frankfurt was excellent! Food was fresh and well presented. The lie flat beds were very comfortable. The in-flight entertainment was the only let down - very limited options. The Boeing-777 to Sydney wasn't quite as good but  adequate. The seats don't go completely flat but the food and service were very good. Considering the price of a business class return to Europe it was pretty good value. One I'd do again.
865,theculinaryedgetv,5,"If you choose to fly domestically in Vietnam it is so easy. We were in Vietnam for our cooking show the Culinary Edge TV and enjoyed flying with Vietnam Airlines. <br><br>I am very tall and for this flight they automatically gave us the emergency exit without us even having to ask! That doesn't happen often. <br><br>Flying around Vietnam, is easy, cheap, and hassle free."
